Rating,Review,Name
4.0,"I recently had the pleasure of eating at Highway King, a food hotel located in downtown Chicago. I was thoroughly impressed by the assorted menu offerings, the quality of the food, and the warm and welcoming atmosphere of the restaurant. The staff was attentive, friendly and very knowledgeable about their menu offerings.

The food was absolutely mouthwatering and fresh. I had the opportunity to try a variety of dishes from their menu, including their Seafood Platter, Fried Calamari, Mediterranean Salad and Chicken Shawarma. Every single item on the menu was crafted with precision and care, and each bite was simply delicious.

I also must mention the wonderful services of Highway King - the staff was very helpful and accommodating throughout my stay. They were quick to provide assistance and suggestions of what to order, and were very knowledgeable about their food and drinks.",taher khan
4.0,The food was very good. & Under budget. If ordered any vegetable or dish the quantity is so good. Even more than four people enjoy the dish in the same quantity. Food service was not good If you have placed your order then you will have to beg the waiter. And even then the order he brings you doesn't have everything. That is so surprising.,Ashish Shukla
5.0,"Very very good ambience and very quick service. Dal makhni is really very delicious. After five days, I still can feel it's taste. Nutshell, a very good place to fill your soul with delicious food.",Pepper Salt
2.0,"Worst experience. Third class staff and their third class behaviour, utensils were not properly cleaned.
And they talked like..  jisko aana aao jisko jaana bhaad me jao, even their managers didn't care about anything too,",Himanshu Jain
5.0,"The food was good and the service was good again.
Ordered Dal fry and their recommended Paneer Tikka curry, which was good.
Masala papad and Soup needs improvement.
Ambiance is top notch with fountain and kids entertainment facilities.",MUDIT MATHUR
2.0,Room size is below average. About service I can't tell in detail but when we checked in at 2 AM the staff wasn't attending guests as they should. We called reception for water bottles and they replied badly. The checkout process was also not that easy.,Tanayraj Singh Chouhan
3.0,"Hotel Highwayking is okay in terms of accommodation. The rooms are decent, and the amenities meet basic standards. However, it might lack some of the luxuries found in higher-end hotels. If you're seeking a straightforward stay without expecting lavish features, it serves its purpose adequately.",tushar navel
1.0,Very bad misbehaving experience I ask food for child hotel manager ignore it that our chef don’t known how to cook it is very shameful for hotel highway king that this type of shameful service and misbehaving,Hey Thanks
5.0,A very good dine in besides highways..it hs many branches on the jaipur ajmer highway...,Akshansh Pandey
3.0,"This is located just before entering the Jaipur city on the national highway. Very large dinning room with numerous tables. Service was relatively quick, food taste was okay.  Toilets were clean. Overall a good place to rest or take a short break while travelling on NH8.",Shubham Singhal
5.0,"Food is too good, and service also great. Place is also best Must visit",Ashish Thakkar
4.0,"Experience was beyond the expectations. Awesome place to stay with your family and friends. Everything is available in this property like open space, good quality food, neat and clean rooms, polite behaviour of staff. Very good experience of mine and my family.",Himani Singhal
3.0,"We were very late and had guests coming from Pune. It was very cold outside and we requested them to accomodate us inside ( it was way past their closing hours) and Chadrakant Sharma helped us to welcome our guests very nicely and let us all sit inside and even use cutlery.
We are very glad that we choose Hotel highway King.
Really good service and food has always been great",Ayush Khandelwal
1.0,Food not up to mark.quantity and quality both not good as per price.,ramessh balootiya
5.0,Good food n good service,Vasudev charan
5.0,"Very good place for family dinning, birthday party, kitty party etc",Krishan Khandelwal
4.0,"Authentic Indian food,attentive,cooperative and friendly staff. Great experience to stay here, rooms were amazing. Located near to highway so walkable distance is also a plus point.",Pankaj Bhardwaj
3.0,in the high way king they don't care about people health the food inspector finds expire date product and vegitable please aware about your healt,Daya Krishan
2.0,"If you want to waste your money then you may stay here. I don't know about food , it may be good as I never tried it. But, room was worst and not cleane. Interior was looking about 30 year old. The worst part was breakfast where you may get only one cup of beverage (even you can't repeat it) and one dish like dosa or sandwich. It was really pathetic and funny.",Vishnu Agarwal
5.0,Food and service quality is good cleanliness and orders are served quickly also having good feedback program all over i am happy to had dinner here missi roti and raita is most recommended from my side good place to have food.,Jagdish Vishnoi
5.0,The best stay ever. Environment was pleasant and welcoming 👍🏻,Muskan Soni
3.0,"Ample sitting  space with 4 restaurant (2 closed, 1 open & 1 rooftop). Quick food service. Family based restaurant with high number of attendees can be hosted easily. Staff is accommodating with reasonable request. Thanks",Harshavardhan Rathore
5.0,"All in one restaurant dhaba cafe and all 😍😍
Amazing place",Dr.Anuj Sharma
2.0,No hygiene fly was littering around the whole restaurant area and makhi also was flying above our table. Food was cold not hot. Worst experience. Neither hygiene nor any good management. Worst scenario is managed by the manager seems like they lack experience after sitting on table they are going to approach you to say the table is already reserved also no reservation marking was done there on table. And flies were lottering around.,Millionaire Gang
3.0,"On the way to Ajmer from Jaipur we had a nice dinner at 7.45 pm
Good Parathas , with dahi and nice Masala tea
Also tried Idli to see taste, though it wasn't soft, it was eatable. Sambar is typical North Indian style one, likely not authentic
Good option for early dinner 😁🍽️.",Yuvraj Badgoti
4.0,The best part about dayal gayeway was staff and also the safety. It was very much safe for females. Also the staff were very very much cooperative and good. The hotel had really specious room and services. Without any double thought you can book for it.,Ashish Singh
4.0,Everything is good I suggest you only need to change some policy with complimentary breakfast it should be Verity with 🍓🍑 juices,Shabbir Alam
2.0,"They don’t have table management at all, We had to shift numerous number of tables unnecessarily.
We just went there to have a simple dinner, instead of that we were just roaming around here and there changing tables.

The overall customer experience turned out to very bad and with this sort of mood even good food tastes bad.
I would not recommend going to this restaurant on weekends and if you are going with your significant other, you will just be changing tables and get your mood ruined.",Rizil
1.0,Dirty place to have food. I don't how do this got 4 stars. Went there by seeing the rating and was disgusting.,Abhilash
4.0,"Located in close proximity to the Sindhi Camp Metro Station, TAXI CHICKINN - SINDHI CAMP emerges as a haven for non-vegetarian enthusiasts, particularly those with a penchant for delectable Tandoor preparations.

We embarked on our culinary journey with the Chicken Junglee Combo, a platter adorned with a creamy sauce, accompanied by both Rumali Roti and Tandoor Roti. The harmonious blend of flavors in this dish left an indelible mark on our taste buds, making it an unequivocal recommendation.

Turning our attention to the Tandoori Mushroom Tikka and Tandoori Soya Chaap, our experience was a mixed bag. While the former earned a satisfactory rating, the latter, Tandoori Soya Chaap, regrettably fell short of expectations, proving to be a letdown.

For the main course, we ventured into the realm of Chicken Fried Rice, only to find ourselves faced with disappointment. As Mumbaikars, we've grown accustomed to a distinct palette for Indo-Chinese cuisine, often encountered in the various Chinese joints dotting the city. This particular rendition, unfortunately, failed to meet those expectations.

In terms of overall ambience, TAXI CHICKINN offers a distinct and inviting atmosphere, setting it apart from the usual fare. The establishment's unique culinary offerings and ambiance make it a noteworthy destination for food enthusiasts.

On the economic front, it leans towards being pocket-friendly, making it accessible to a wide range of diners. In summary, a visit to TAXI CHICKINN - SINDHI CAMP promises a distinctive dining experience, with some notable highlights and a few misses. For those seeking a unique culinary adventure, it's certainly worth a try.",Niv Shetye
1.0,Everything was bad. Just don't waste your money the cost of food is too much and the quality was very bad they don't use fresh chicken and food was terrible.  These guys have paid review as I saw 4 star and went there buy totally disappointed wasted my 560₹ (single person).,Abhishek Anand
2.0,Food ok ok but not good,Yogesh Kumawat
4.0,"The food, the service is great, but the only problem is with the sitting area. There is a lot of scope for improvement there. The benches need maintenance and there is a bad smell in the sitting area, we had to move to our car to enjoy the best Kali Mirch Tikka in Jaipur. So would request the owners to work on the furniture and basic hygiene.. food is killer..",Yash Kumar
1.0,Certainly not worth the amount of money they charge - Khan Market/Connaught Place type prices for 1/3rd the quality. The AC was also not working on the day I went.,Raunak Rai Maini
1.0,"Terrible Chicken Experience

I recently visited this restaurant and had an awful experience with their tawa chicken.
The taste was terrible, and the chicken pieces had a bad odor. It was the worst chicken I've ever eaten. I would not recommend this place to anyone looking for a decent meal.",Kishan Singh
4.0,Very nice taxi ambience. The food quantity and taste was also good. The butter chicken was really good.,maleeva rebello
5.0,good and tasty food available late at night. tried their chiken tikka masala chicken biryani and lal maas . all was good,Mohit Kumar
4.0,"Awesome Food. Though seating is of a dhaba style and not contemporary but everything fades when you taste the food.
Just next to the bus station gate. If you are travelling through Sindhi camp and if you are a non veg lover.
Place is worth of visit.",Akshay Arora
5.0,"Very nice and spicy chicken in jaipur... Taste was good and tooo spicy...
Every variety of chicken is found here.. Price is good as compared to others in jaipur.. …",Priyansh Kesarwani
2.0,Ordered from sindhi camp hotel which is just 5 mins walk from the outlet they charged 60 ruppes delivery charge and that was even not mentioned in bill. Taxi says to order directly from them instead of zomato swiggy and doing so they loot you more. Worst customer experinece. Its a kind of loot nothing else. A big thums down.......,Akash Paul
3.0,The place is decent and the food is average but hygiene needs to be taken more seriously.,Sachin Pal
1.0,"Ordered jungly combo , WORST , very less quantity
Poop service denied paan because Sunday, cold drink was good",SAHIL PAMNANI
1.0,"Went around 10.30 pm at night to pamper my non vegetarian food cravings, guess what!! I didn't go. I was with my wife and people here are like staring and seems like they're passing comments. I came first time to Jaipur and got this experience. Jaipur is indeed beautiful but some people just ruining the beauty of it.",mukul bhardwaj
